Symbol,Time,Open,High,Low,Last,Change,Volume,Open Int
ESH20,1/2/2020 19:26,3261.5,3262,3261.5,3261.75,0,160,N/A
ESH20,1/2/2020 19:25,3261.5,3261.75,3261.5,3261.75,0,36,N/A
ESH20,1/2/2020 19:24,3262,3262,3261.75,3261.75,-0.25,58,N/A
ESH20,1/2/2020 19:23,3261.75,3262,3261.75,3262,0,29,N/A
ESH20,1/2/2020 19:22,3262,3262.25,3262,3262,0,33,N/A
ESH20,1/2/2020 19:21,3262,3262.25,3262,3262,0,46,N/A
ESH20,1/2/2020 19:20,3262,3262.25,3261.75,3262,0,27,N/A
ESH20,1/2/2020 19:19,3262.5,3262.5,3262,3262,-0.75,173,N/A
ESH20,1/2/2020 19:18,3262.25,3262.75,3262.25,3262.75,0.25,171,N/A
ESH20,1/2/2020 19:17,3262.25,3262.75,3262.25,3262.5,0.25,150,N/A
ESH20,1/2/2020 19:16,3261.75,3262.25,3261.75,3262.25,0.5,70,N/A
ESH20,1/2/2020 19:15,3262.25,3262.25,3261.75,3261.75,-0.5,147,N/A
ESH20,1/2/2020 19:14,3262.25,3262.5,3262.25,3262.25,0,37,N/A
ESH20,1/2/2020 19:13,3262.25,3262.25,3262,3262.25,0,17,N/A
ESH20,1/2/2020 19:12,3262.25,3262.5,3262,3262.25,0.25,49,N/A
ESH20,1/2/2020 19:11,3262.25,3262.25,3262,3262,-0.25,51,N/A
ESH20,1/2/2020 19:10,3262.5,3262.5,3262,3262.25,0,118,N/A
ESH20,1/2/2020 19:09,3262.25,3262.75,3262.25,3262.25,0,174,N/A
ESH20,1/2/2020 19:08,3262,3262.25,3261.75,3262.25,0.25,137,N/A
ESH20,1/2/2020 19:07,3261.75,3262,3261.75,3262,0.5,167,N/A
ESH20,1/2/2020 19:06,3261.75,3261.75,3261.5,3261.5,0,68,N/A
ESH20,1/2/2020 19:05,3261.75,3261.75,3261.5,3261.5,-0.25,48,N/A
ESH20,1/2/2020 19:04,3261.75,3261.75,3261.5,3261.75,0,41,N/A
ESH20,1/2/2020 19:03,3261.75,3261.75,3261.5,3261.75,0,83,N/A
ESH20,1/2/2020 19:02,3261.75,3262,3261.75,3261.75,0,61,N/A
ESH20,1/2/2020 19:01,3261.75,3261.75,3261.75,3261.75,0,59,N/A
ESH20,1/2/2020 19:00,3261.25,3262,3261.25,3261.75,0.25,79,N/A
ESH20,1/2/2020 18:59,3261.5,3261.5,3261.25,3261.5,0.25,92,N/A
ESH20,1/2/2020 18:58,3261.25,3261.25,3261.25,3261.25,0,8,N/A
ESH20,1/2/2020 18:57,3261.25,3261.5,3261,3261.25,0,105,N/A
ESH20,1/2/2020 18:56,3261.75,3261.75,3261,3261.25,-0.25,128,N/A
ESH20,1/2/2020 18:55,3261.75,3261.75,3261.25,3261.5,0,52,N/A
ESH20,1/2/2020 18:54,3261.75,3261.75,3261.5,3261.5,-0.25,18,N/A
ESH20,1/2/2020 18:53,3261.75,3261.75,3261.75,3261.75,0,25,N/A
ESH20,1/2/2020 18:52,3261.5,3261.75,3261.25,3261.75,0.25,42,N/A
ESH20,1/2/2020 18:51,3261.25,3261.75,3261.25,3261.5,0.25,21,N/A
ESH20,1/2/2020 18:50,3261.25,3261.5,3261.25,3261.25,0,88,N/A
ESH20,1/2/2020 18:49,3261.25,3261.25,3261.25,3261.25,-0.25,12,N/A
ESH20,1/2/2020 18:48,3261.5,3261.5,3261.5,3261.5,0,90,N/A
ESH20,1/2/2020 18:47,3261.25,3261.5,3261.25,3261.5,0,76,N/A
ESH20,1/2/2020 18:46,3261.5,3261.5,3261.5,3261.5,-0.25,40,N/A
ESH20,1/2/2020 18:45,3262,3262,3261.75,3261.75,-0.25,81,N/A
ESH20,1/2/2020 18:44,3261.75,3262,3261.75,3262,0.5,66,N/A
ESH20,1/2/2020 18:43,3261.25,3261.5,3261.25,3261.5,0.25,85,N/A
ESH20,1/2/2020 18:42,3260.75,3261.25,3260.75,3261.25,0.5,576,N/A
ESH20,1/2/2020 18:41,3260.5,3260.75,3260.5,3260.75,0.25,40,N/A
ESH20,1/2/2020 18:40,3260.75,3260.75,3260.5,3260.5,0,188,N/A
ESH20,1/2/2020 18:39,3260.75,3260.75,3260.5,3260.5,-0.5,183,N/A
ESH20,1/2/2020 18:38,3261,3261,3260.75,3261,0.25,46,N/A
ESH20,1/2/2020 18:37,3261.75,3261.75,3260.75,3260.75,-1,155,N/A
ESH20,1/2/2020 18:36,3261.75,3261.75,3261.5,3261.75,0,8,N/A
ESH20,1/2/2020 18:35,3261.75,3261.75,3261.5,3261.75,0,28,N/A
ESH20,1/2/2020 18:34,3261.75,3262,3261.75,3261.75,0,34,N/A
ESH20,1/2/2020 18:33,3262,3262,3261.75,3261.75,0,85,N/A
ESH20,1/2/2020 18:32,3261.5,3262,3261.5,3261.75,0,35,N/A
ESH20,1/2/2020 18:31,3261.25,3262,3261.25,3261.75,0.5,294,N/A
ESH20,1/2/2020 18:30,3261.5,3261.5,3261.25,3261.25,0,61,N/A
ESH20,1/2/2020 18:29,3261.25,3261.5,3261.25,3261.25,0,203,N/A
ESH20,1/2/2020 18:28,3262,3262,3261.25,3261.25,-0.5,36,N/A
ESH20,1/2/2020 18:27,3262,3262,3261.75,3261.75,0,41,N/A
ESH20,1/2/2020 18:26,3261.75,3262,3261.75,3261.75,0,25,N/A
ESH20,1/2/2020 18:25,3261.5,3261.75,3261.5,3261.75,0,126,N/A
ESH20,1/2/2020 18:24,3261.5,3261.75,3261.25,3261.75,0.5,44,N/A
ESH20,1/2/2020 18:23,3261.25,3261.25,3261,3261.25,0,48,N/A
ESH20,1/2/2020 18:22,3261.5,3261.5,3261.25,3261.25,-0.25,88,N/A
ESH20,1/2/2020 18:21,3261,3261.5,3261,3261.5,0.5,23,N/A
ESH20,1/2/2020 18:20,3261,3261.5,3261,3261,0.25,264,N/A
ESH20,1/2/2020 18:19,3261.5,3261.5,3260.75,3260.75,-0.5,194,N/A
ESH20,1/2/2020 18:18,3261.25,3261.5,3261.25,3261.25,0,5,N/A
ESH20,1/2/2020 18:17,3261.5,3261.5,3261.25,3261.25,-0.25,19,N/A
ESH20,1/2/2020 18:16,3261.75,3261.75,3261.5,3261.5,-0.25,114,N/A
ESH20,1/2/2020 18:15,3261.75,3262,3261.5,3261.75,0.25,97,N/A
ESH20,1/2/2020 18:14,3261.5,3261.5,3261.25,3261.5,0.25,107,N/A
ESH20,1/2/2020 18:13,3261.75,3262,3261.25,3261.25,-0.75,182,N/A
ESH20,1/2/2020 18:12,3262,3262,3261.75,3262,0,9,N/A
ESH20,1/2/2020 18:11,3262,3262,3261.75,3262,0,206,N/A
ESH20,1/2/2020 18:10,3262.25,3262.25,3262,3262,-0.25,8,N/A
ESH20,1/2/2020 18:09,3262,3262.25,3261.75,3262.25,0.25,69,N/A
ESH20,1/2/2020 18:08,3262.25,3262.5,3261.75,3262,-0.5,227,N/A
ESH20,1/2/2020 18:07,3262.75,3262.75,3262.25,3262.5,0,228,N/A
ESH20,1/2/2020 18:06,3261.75,3262.5,3261.75,3262.5,0.75,162,N/A
ESH20,1/2/2020 18:05,3261.5,3261.75,3261.25,3261.75,0.25,486,N/A
ESH20,1/2/2020 18:04,3261.75,3261.75,3261.5,3261.5,-0.25,102,N/A
ESH20,1/2/2020 18:03,3261.75,3261.75,3261.5,3261.75,0.25,124,N/A
ESH20,1/2/2020 18:02,3261.25,3261.5,3261.25,3261.5,0.25,86,N/A
ESH20,1/2/2020 18:01,3260.75,3261.25,3260.75,3261.25,0.5,135,N/A
ESH20,1/2/2020 18:00,3261,3261.25,3260.75,3260.75,-0.5,146,N/A
ESH20,1/2/2020 17:59,3261.25,3261.25,3261,3261.25,0.25,5,N/A
ESH20,1/2/2020 17:58,3261,3261.25,3261,3261,0,101,N/A
ESH20,1/2/2020 17:57,3261.25,3261.25,3260.75,3261,-0.25,335,N/A
ESH20,1/2/2020 17:56,3261.25,3261.25,3261.25,3261.25,0,12,N/A
ESH20,1/2/2020 17:55,3261.25,3261.5,3261.25,3261.25,-0.25,147,N/A
ESH20,1/2/2020 17:54,3261.5,3261.75,3261.5,3261.5,-0.25,119,N/A
ESH20,1/2/2020 17:53,3261.5,3261.75,3261.5,3261.75,0.25,47,N/A
ESH20,1/2/2020 17:52,3261.75,3261.75,3261.5,3261.5,-0.25,34,N/A
ESH20,1/2/2020 17:51,3261.75,3261.75,3261.5,3261.75,0.25,18,N/A
ESH20,1/2/2020 17:50,3261.75,3261.75,3261.5,3261.5,-0.25,27,N/A
ESH20,1/2/2020 17:49,3261.5,3261.75,3261.5,3261.75,0.25,71,N/A
ESH20,1/2/2020 17:48,3262,3262,3261.5,3261.5,-0.5,58,N/A
ESH20,1/2/2020 17:47,3261.75,3262,3261.75,3262,0.25,35,N/A
ESH20,1/2/2020 17:46,3261.75,3261.75,3261.5,3261.75,-0.25,168,N/A
ESH20,1/2/2020 17:45,3261.75,3262,3261.75,3262,0,116,N/A
ESH20,1/2/2020 17:44,3261.75,3262,3261.75,3262,0.25,11,N/A
ESH20,1/2/2020 17:43,3261.75,3261.75,3261.75,3261.75,0,26,N/A
ESH20,1/2/2020 17:42,3261.75,3262,3261.75,3261.75,-0.25,116,N/A
ESH20,1/2/2020 17:41,3262,3262.25,3262,3262,0,45,N/A
ESH20,1/2/2020 17:40,3262,3262.25,3262,3262,0,23,N/A
ESH20,1/2/2020 17:39,3262.25,3262.25,3262,3262,0,62,N/A
ESH20,1/2/2020 17:38,3262.25,3262.25,3262,3262,-0.25,102,N/A
ESH20,1/2/2020 17:37,3262.25,3262.25,3262.25,3262.25,0.25,49,N/A
ESH20,1/2/2020 17:36,3262,3262.25,3262,3262,-0.25,32,N/A
ESH20,1/2/2020 17:35,3262.25,3262.5,3262.25,3262.25,-0.25,64,N/A
ESH20,1/2/2020 17:34,3262.25,3262.5,3262.25,3262.5,0,18,N/A
ESH20,1/2/2020 17:33,3262.25,3262.5,3262.25,3262.5,0.25,21,N/A
ESH20,1/2/2020 17:32,3262.5,3262.5,3262.25,3262.25,-0.25,20,N/A
ESH20,1/2/2020 17:31,3262.75,3262.75,3262.5,3262.5,-0.25,84,N/A
ESH20,1/2/2020 17:30,3262.25,3263,3262.25,3262.75,0.25,133,N/A
ESH20,1/2/2020 17:29,3262.5,3262.5,3262.25,3262.5,0,52,N/A
ESH20,1/2/2020 17:28,3262.5,3262.75,3262.5,3262.5,0,9,N/A
ESH20,1/2/2020 17:27,3262.5,3262.75,3262.5,3262.5,0,9,N/A
ESH20,1/2/2020 17:26,3262.75,3262.75,3262.5,3262.5,-0.25,48,N/A
ESH20,1/2/2020 17:25,3262.5,3262.75,3262.5,3262.75,0.25,35,N/A
ESH20,1/2/2020 17:24,3262.5,3262.5,3262.25,3262.5,0,20,N/A
ESH20,1/2/2020 17:23,3262.75,3262.75,3262.5,3262.5,-0.25,68,N/A
ESH20,1/2/2020 17:22,3262,3263,3262,3262.75,0.5,164,N/A
ESH20,1/2/2020 17:21,3262,3262.5,3262,3262.25,0.25,169,N/A
ESH20,1/2/2020 17:20,3262.5,3262.5,3262,3262,-0.5,108,N/A
ESH20,1/2/2020 17:19,3262.75,3263,3262.25,3262.5,-0.25,256,N/A
ESH20,1/2/2020 17:18,3262.75,3263,3262.75,3262.75,-0.25,16,N/A
ESH20,1/2/2020 17:17,3262.5,3263,3262.5,3263,0.25,77,N/A
ESH20,1/2/2020 17:16,3263,3263,3262.75,3262.75,-0.25,96,N/A
ESH20,1/2/2020 17:15,3263,3263,3262.75,3263,0,108,N/A
ESH20,1/2/2020 17:14,3263.25,3263.25,3263,3263,-0.25,230,N/A
ESH20,1/2/2020 17:13,3263,3263.5,3263,3263.25,0,92,N/A
ESH20,1/2/2020 17:12,3263,3263.5,3262.75,3263.25,0.25,261,N/A
ESH20,1/2/2020 17:11,3263,3263,3262.75,3263,0,167,N/A
ESH20,1/2/2020 17:10,3262.75,3263,3262.5,3263,0.5,240,N/A
ESH20,1/2/2020 17:09,3262.5,3262.5,3262,3262.5,0,369,N/A
ESH20,1/2/2020 17:08,3262,3262.5,3262,3262.5,0.25,209,N/A
ESH20,1/2/2020 17:07,3261.75,3262.25,3261.75,3262.25,0.5,136,N/A
ESH20,1/2/2020 17:06,3261.75,3262,3261.75,3261.75,0,24,N/A
ESH20,1/2/2020 17:05,3261.75,3262,3261.5,3261.75,0.25,197,N/A
ESH20,1/2/2020 17:04,3261.5,3261.75,3261.25,3261.5,-0.25,289,N/A
ESH20,1/2/2020 17:03,3262,3262,3261.75,3261.75,-0.25,222,N/A
ESH20,1/2/2020 17:02,3262,3262,3261.75,3262,0,99,N/A
ESH20,1/2/2020 17:01,3262.25,3262.5,3261.5,3262,-0.25,337,N/A
ESH20,1/2/2020 17:00,3261,3262.75,3260.75,3262.25,0.75,1454,N/A
ESH20,1/2/2020 15:59,3261.25,3261.75,3261.25,3261.5,0.25,719,N/A
ESH20,1/2/2020 15:58,3261.25,3261.5,3261.25,3261.25,-0.25,113,N/A
ESH20,1/2/2020 15:57,3261.25,3261.5,3261,3261.5,0.25,225,N/A
ESH20,1/2/2020 15:56,3261.25,3261.25,3261,3261.25,0.25,106,N/A
ESH20,1/2/2020 15:55,3261,3261.5,3261,3261,0,353,N/A
ESH20,1/2/2020 15:54,3261.25,3261.25,3261,3261,-0.25,596,N/A
ESH20,1/2/2020 15:53,3261,3261.25,3261,3261.25,0,167,N/A
ESH20,1/2/2020 15:52,3260.75,3261.25,3260.75,3261.25,0.5,451,N/A
ESH20,1/2/2020 15:51,3260.75,3261,3260.75,3260.75,-0.25,110,N/A
ESH20,1/2/2020 15:50,3260.75,3261,3260.75,3261,0.5,286,N/A
ESH20,1/2/2020 15:49,3261,3261,3260.5,3260.5,-0.5,687,N/A
ESH20,1/2/2020 15:48,3261.25,3261.25,3261,3261,0,32,N/A
ESH20,1/2/2020 15:47,3260.75,3261.25,3260.75,3261,0.25,272,N/A
ESH20,1/2/2020 15:46,3261.25,3261.75,3260.75,3260.75,-0.5,807,N/A
ESH20,1/2/2020 15:45,3260.75,3261.25,3260.5,3261.25,0.5,953,N/A
ESH20,1/2/2020 15:44,3260.25,3260.75,3260.25,3260.75,0.5,414,N/A
ESH20,1/2/2020 15:43,3260.25,3260.5,3260,3260.25,0.25,321,N/A
ESH20,1/2/2020 15:42,3259.75,3260.25,3259.75,3260,0.25,203,N/A
ESH20,1/2/2020 15:41,3260,3260,3259.75,3259.75,-0.25,54,N/A
ESH20,1/2/2020 15:40,3259.5,3260,3259.5,3260,0.5,213,N/A
ESH20,1/2/2020 15:39,3259.5,3259.75,3259.5,3259.5,-0.25,137,N/A
ESH20,1/2/2020 15:38,3259.75,3259.75,3259.5,3259.75,0.25,103,N/A
ESH20,1/2/2020 15:37,3259.75,3260,3259.5,3259.5,-0.25,221,N/A
ESH20,1/2/2020 15:36,3259.75,3259.75,3259.5,3259.75,0,327,N/A
ESH20,1/2/2020 15:35,3259.25,3259.75,3259.25,3259.75,0.25,400,N/A
ESH20,1/2/2020 15:34,3259.5,3259.75,3259.5,3259.5,-0.25,150,N/A
ESH20,1/2/2020 15:33,3259.75,3260,3259.75,3259.75,0,592,N/A
ESH20,1/2/2020 15:32,3259.5,3259.75,3259.5,3259.75,0.25,390,N/A
ESH20,1/2/2020 15:31,3259.25,3259.75,3259.25,3259.5,0.5,462,N/A
ESH20,1/2/2020 15:30,3259.25,3259.25,3258.75,3259,-0.25,1591,N/A
ESH20,1/2/2020 15:14,3258.75,3259.75,3258.25,3259.25,0.5,6378,N/A
ESH20,1/2/2020 15:13,3258.5,3259,3258.5,3258.75,0,1391,N/A
ESH20,1/2/2020 15:12,3259,3259,3258.25,3258.75,0,1364,N/A
ESH20,1/2/2020 15:11,3259.25,3259.25,3258.75,3258.75,-0.75,1451,N/A
ESH20,1/2/2020 15:10,3259.5,3259.5,3258.75,3259.5,0.25,2691,N/A
ESH20,1/2/2020 15:09,3259.5,3259.5,3259,3259.25,-0.25,1949,N/A
ESH20,1/2/2020 15:08,3259,3259.5,3259,3259.5,0.5,1083,N/A
ESH20,1/2/2020 15:07,3259.25,3259.5,3258.75,3259,-0.25,2456,N/A
ESH20,1/2/2020 15:06,3259,3259.25,3258.75,3259.25,0.25,2078,N/A
ESH20,1/2/2020 15:05,3258.25,3259.5,3258,3259,1,4759,N/A
ESH20,1/2/2020 15:04,3258,3258.25,3257.75,3258,-0.25,2020,N/A
ESH20,1/2/2020 15:03,3258.5,3258.75,3257.75,3258.25,-0.25,3364,N/A
ESH20,1/2/2020 15:02,3258.75,3259,3258.25,3258.5,0,4049,N/A
ESH20,1/2/2020 15:01,3257.5,3258.75,3257.25,3258.5,1,7481,N/A
ESH20,1/2/2020 15:00,3258.5,3259,3257.25,3257.5,-1,29215,N/A
ESH20,1/2/2020 14:59,3256.75,3258.75,3255.5,3258.5,1.75,79561,N/A
ESH20,1/2/2020 14:58,3256.75,3257.25,3256.25,3256.75,0.25,12501,N/A
ESH20,1/2/2020 14:57,3256.75,3257,3255.5,3256.5,-0.25,10010,N/A
ESH20,1/2/2020 14:56,3256,3256.75,3255.75,3256.75,0.75,6602,N/A
ESH20,1/2/2020 14:55,3256.25,3256.75,3254.25,3256,0,13236,N/A
ESH20,1/2/2020 14:54,3254.5,3256.25,3254,3256,1.75,12204,N/A
ESH20,1/2/2020 14:53,3254.25,3254.5,3253.5,3254.25,0,7138,N/A
ESH20,1/2/2020 14:52,3253.5,3254.25,3253.25,3254.25,1,4892,N/A
ESH20,1/2/2020 14:51,3253.5,3253.5,3253,3253.25,0,3546,N/A
ESH20,1/2/2020 14:50,3251.75,3253.5,3251.75,3253.25,1.5,13185,N/A
ESH20,1/2/2020 14:49,3251.25,3251.75,3250.75,3251.75,0.75,2901,N/A
ESH20,1/2/2020 14:48,3251.75,3251.75,3251,3251,-0.75,2081,N/A
ESH20,1/2/2020 14:47,3251.25,3252,3251.25,3251.75,0.25,3105,N/A
ESH20,1/2/2020 14:46,3251,3251.75,3251,3251.5,0.5,2628,N/A
ESH20,1/2/2020 14:45,3251,3251.25,3250.25,3251,-0.25,3130,N/A
ESH20,1/2/2020 14:44,3250.75,3251.75,3250.5,3251.25,0.75,6009,N/A
ESH20,1/2/2020 14:43,3250.5,3251,3250.5,3250.5,-0.25,491,N/A
ESH20,1/2/2020 14:42,3250.75,3251,3250.5,3250.75,-0.25,826,N/A
ESH20,1/2/2020 14:41,3250.5,3251,3250.25,3251,0.25,1211,N/A
ESH20,1/2/2020 14:40,3250.5,3250.75,3250.25,3250.75,0.5,1633,N/A
ESH20,1/2/2020 14:39,3250.5,3250.75,3250.25,3250.25,-0.25,1632,N/A
ESH20,1/2/2020 14:38,3250.75,3251,3250.5,3250.5,0,1733,N/A
ESH20,1/2/2020 14:37,3250.25,3250.75,3250,3250.5,0.5,1229,N/A
ESH20,1/2/2020 14:36,3250.75,3251,3250,3250,-1,2112,N/A
ESH20,1/2/2020 14:35,3250.5,3251,3250.5,3251,0.5,1621,N/A
ESH20,1/2/2020 14:34,3250.25,3250.75,3250,3250.5,0.5,2988,N/A
ESH20,1/2/2020 14:33,3250,3250.5,3250,3250,-0.25,3092,N/A
ESH20,1/2/2020 14:32,3250,3250.5,3249.75,3250.25,0.5,3600,N/A
ESH20,1/2/2020 14:31,3249.5,3250.25,3249.25,3249.75,0.5,3395,N/A
ESH20,1/2/2020 14:30,3249.25,3249.75,3248.5,3249.25,0,3165,N/A
ESH20,1/2/2020 14:29,3249.25,3249.5,3249,3249.25,0,1184,N/A
ESH20,1/2/2020 14:28,3249.25,3249.5,3249,3249.25,0.25,1251,N/A
ESH20,1/2/2020 14:27,3249.25,3249.25,3248.75,3249,-0.25,1621,N/A
ESH20,1/2/2020 14:26,3249.25,3249.5,3249,3249.25,0,583,N/A
ESH20,1/2/2020 14:25,3249.25,3249.5,3248.75,3249.25,0,1238,N/A
ESH20,1/2/2020 14:24,3249.5,3249.5,3249,3249.25,-0.25,1972,N/A
ESH20,1/2/2020 14:23,3249.25,3249.5,3249.25,3249.5,0,887,N/A
ESH20,1/2/2020 14:22,3249.5,3249.75,3249.25,3249.5,0,1965,N/A
ESH20,1/2/2020 14:21,3248.75,3249.5,3248.75,3249.5,0.5,2404,N/A
ESH20,1/2/2020 14:20,3248.25,3249.25,3248.25,3249,0.75,2688,N/A
ESH20,1/2/2020 14:19,3249,3249,3248,3248.25,-0.5,3540,N/A
ESH20,1/2/2020 14:18,3249.5,3249.5,3248.75,3248.75,-0.75,1510,N/A
ESH20,1/2/2020 14:17,3249,3249.5,3249,3249.5,0.5,1707,N/A
ESH20,1/2/2020 14:16,3248.75,3249,3248.5,3249,0.25,1010,N/A
ESH20,1/2/2020 14:15,3249,3249,3248.5,3248.75,-0.25,1102,N/A
ESH20,1/2/2020 14:14,3249.25,3249.25,3248.75,3249,0,1065,N/A
ESH20,1/2/2020 14:13,3249.25,3249.5,3248.75,3249,-0.25,2274,N/A
ESH20,1/2/2020 14:12,3249,3249.25,3248.75,3249.25,0.25,1596,N/A
ESH20,1/2/2020 14:11,3248.75,3249,3248.5,3249,0.25,693,N/A
ESH20,1/2/2020 14:10,3247.75,3249,3247.75,3248.75,0.75,4334,N/A
ESH20,1/2/2020 14:09,3247.75,3248,3247.75,3248,0.25,1552,N/A
ESH20,1/2/2020 14:08,3248.25,3248.5,3247.75,3247.75,-0.5,1193,N/A
ESH20,1/2/2020 14:07,3248.25,3248.5,3248,3248.25,0,949,N/A
ESH20,1/2/2020 14:06,3248.25,3248.25,3247.75,3248.25,0.25,1664,N/A
ESH20,1/2/2020 14:05,3248.75,3248.75,3247.75,3248,-0.5,1292,N/A
ESH20,1/2/2020 14:04,3248.75,3248.75,3248.25,3248.5,0,568,N/A
ESH20,1/2/2020 14:03,3248.75,3248.75,3248.5,3248.5,-0.25,173,N/A
ESH20,1/2/2020 14:02,3248.25,3249,3248,3248.75,0.75,1280,N/A
ESH20,1/2/2020 14:01,3248.75,3248.75,3248,3248,-0.75,695,N/A
ESH20,1/2/2020 14:00,3248.25,3248.75,3248,3248.75,0.5,1576,N/A
ESH20,1/2/2020 13:59,3247.75,3248.5,3247.5,3248.25,0.5,1989,N/A
ESH20,1/2/2020 13:58,3248,3248.25,3247.75,3247.75,-0.25,932,N/A
ESH20,1/2/2020 13:57,3248.25,3248.5,3248,3248,-0.5,576,N/A
ESH20,1/2/2020 13:56,3248.5,3248.5,3248.25,3248.5,0,581,N/A
ESH20,1/2/2020 13:55,3248.25,3248.75,3248,3248.5,0.5,1853,N/A
ESH20,1/2/2020 13:54,3248.5,3248.75,3248,3248,-0.75,1130,N/A
ESH20,1/2/2020 13:53,3248.5,3248.75,3248.5,3248.75,0,866,N/A
ESH20,1/2/2020 13:52,3249,3249,3248.5,3248.75,-0.25,1446,N/A
ESH20,1/2/2020 13:51,3248.5,3249,3248.25,3249,0.25,1500,N/A
ESH20,1/2/2020 13:50,3248.5,3248.75,3248,3248.75,0.25,1537,N/A
ESH20,1/2/2020 13:49,3248,3248.5,3248,3248.5,0.5,572,N/A
ESH20,1/2/2020 13:48,3248.25,3248.5,3248,3248,-0.25,894,N/A
ESH20,1/2/2020 13:47,3247.75,3248.5,3247.75,3248.25,0.5,2456,N/A
ESH20,1/2/2020 13:46,3247.75,3248,3247.5,3247.75,0.25,795,N/A
ESH20,1/2/2020 13:45,3248.5,3248.5,3247.25,3247.5,-1,2588,N/A
ESH20,1/2/2020 13:44,3248,3248.5,3248,3248.5,0.5,2128,N/A
ESH20,1/2/2020 13:43,3247.75,3248,3247.25,3248,0.5,2787,N/A
ESH20,1/2/2020 13:42,3246.75,3248,3246.5,3247.5,0.75,3460,N/A
ESH20,1/2/2020 13:41,3246.5,3246.75,3246,3246.75,0.25,1130,N/A
ESH20,1/2/2020 13:40,3246,3246.75,3245.75,3246.5,0.75,1827,N/A
ESH20,1/2/2020 13:39,3246,3246.25,3245.75,3245.75,-0.25,555,N/A
