symbol,timestamp,tradingDay,open,high,low,close,volume
ESH20,2020-01-27T21:17:00-06:00,1/28/2020,3248.5,3248.75,3248,3248,146
ESH20,2020-01-27T21:18:00-06:00,1/28/2020,3248.25,3248.25,3248,3248,71
ESH20,2020-01-27T21:19:00-06:00,1/28/2020,3248,3248.25,3248,3248.25,82
ESH20,2020-01-27T21:20:00-06:00,1/28/2020,3248.25,3248.25,3248,3248.25,78
ESH20,2020-01-27T21:21:00-06:00,1/28/2020,3248,3248.25,3248,3248,64
ESH20,2020-01-27T21:22:00-06:00,1/28/2020,3248,3248,3247.75,3248,90
ESH20,2020-01-27T21:23:00-06:00,1/28/2020,3247.75,3248,3247.75,3248,19
ESH20,2020-01-27T21:24:00-06:00,1/28/2020,3247.75,3248,3247.25,3247.25,225
ESH20,2020-01-27T21:25:00-06:00,1/28/2020,3247.5,3248.5,3247,3248.25,366
ESH20,2020-01-27T21:26:00-06:00,1/28/2020,3248.25,3248.5,3248.25,3248.5,70
ESH20,2020-01-27T21:27:00-06:00,1/28/2020,3248.25,3248.5,3248.25,3248.25,48
ESH20,2020-01-27T21:28:00-06:00,1/28/2020,3248.25,3248.5,3248,3248.25,67
ESH20,2020-01-27T21:29:00-06:00,1/28/2020,3248,3248.5,3248,3248.25,108
ESH20,2020-01-27T21:30:00-06:00,1/28/2020,3248.25,3249.25,3248.25,3249,341
ESH20,2020-01-27T21:31:00-06:00,1/28/2020,3249,3249.25,3248.75,3249,49
ESH20,2020-01-27T21:32:00-06:00,1/28/2020,3249.25,3249.25,3249,3249,77
ESH20,2020-01-27T21:33:00-06:00,1/28/2020,3249,3249.25,3249,3249,39
ESH20,2020-01-27T21:34:00-06:00,1/28/2020,3249,3249.5,3249,3249,167
ESH20,2020-01-27T21:35:00-06:00,1/28/2020,3249,3249,3248.75,3249,67
ESH20,2020-01-27T21:36:00-06:00,1/28/2020,3249,3249,3248.5,3248.75,140
ESH20,2020-01-27T21:37:00-06:00,1/28/2020,3248.75,3248.75,3248.5,3248.5,96
ESH20,2020-01-27T21:38:00-06:00,1/28/2020,3248.75,3248.75,3248.25,3248.25,40
ESH20,2020-01-27T21:39:00-06:00,1/28/2020,3248.5,3248.75,3248.25,3248.75,30
ESH20,2020-01-27T21:40:00-06:00,1/28/2020,3248.5,3248.75,3248.5,3248.75,121
ESH20,2020-01-27T21:41:00-06:00,1/28/2020,3248.75,3249,3248.75,3249,49
ESH20,2020-01-27T21:42:00-06:00,1/28/2020,3249.25,3249.5,3249.25,3249.25,124
ESH20,2020-01-27T21:43:00-06:00,1/28/2020,3249.25,3249.25,3248.75,3249,45
ESH20,2020-01-27T21:44:00-06:00,1/28/2020,3249,3249,3248.75,3248.75,164
ESH20,2020-01-27T21:45:00-06:00,1/28/2020,3249,3249.25,3248.25,3249.25,181
ESH20,2020-01-27T21:46:00-06:00,1/28/2020,3249.25,3249.5,3248.75,3249,87
ESH20,2020-01-27T21:47:00-06:00,1/28/2020,3249,3249,3248.75,3248.75,140
ESH20,2020-01-27T21:48:00-06:00,1/28/2020,3248.75,3249.25,3248.75,3249.25,195
ESH20,2020-01-27T21:49:00-06:00,1/28/2020,3249.25,3249.25,3249,3249,152
ESH20,2020-01-27T21:50:00-06:00,1/28/2020,3249.25,3249.25,3249,3249,136
ESH20,2020-01-27T21:51:00-06:00,1/28/2020,3249.25,3249.5,3249,3249.5,135
ESH20,2020-01-27T21:52:00-06:00,1/28/2020,3249.5,3249.5,3249,3249.25,98
ESH20,2020-01-27T21:53:00-06:00,1/28/2020,3249.25,3249.25,3249,3249,12
ESH20,2020-01-27T21:54:00-06:00,1/28/2020,3249.25,3249.25,3249,3249,191
ESH20,2020-01-27T21:55:00-06:00,1/28/2020,3249.25,3249.25,3249,3249,217
ESH20,2020-01-27T21:56:00-06:00,1/28/2020,3249,3249.25,3249,3249.25,85
ESH20,2020-01-27T21:57:00-06:00,1/28/2020,3249.25,3249.75,3249.25,3249.25,378
ESH20,2020-01-27T21:58:00-06:00,1/28/2020,3249.5,3249.5,3249.25,3249.5,44
ESH20,2020-01-27T21:59:00-06:00,1/28/2020,3249.5,3249.75,3249.25,3249.75,126
ESH20,2020-01-27T22:00:00-06:00,1/28/2020,3249.5,3249.75,3249.25,3249.75,154
ESH20,2020-01-27T22:01:00-06:00,1/28/2020,3249.75,3250.25,3249.75,3250.25,691
ESH20,2020-01-27T22:02:00-06:00,1/28/2020,3250.5,3251.25,3250.25,3251,867
ESH20,2020-01-27T22:03:00-06:00,1/28/2020,3251,3251,3250.25,3250.5,711
ESH20,2020-01-27T22:04:00-06:00,1/28/2020,3250.5,3250.75,3250.5,3250.5,117
ESH20,2020-01-27T22:05:00-06:00,1/28/2020,3250.25,3250.75,3250.25,3250.5,291
ESH20,2020-01-27T22:06:00-06:00,1/28/2020,3250.5,3250.75,3250.5,3250.5,27
ESH20,2020-01-27T22:07:00-06:00,1/28/2020,3250.75,3250.75,3250.25,3250.5,197
ESH20,2020-01-27T22:08:00-06:00,1/28/2020,3250.75,3250.75,3250.25,3250.5,253
ESH20,2020-01-27T22:09:00-06:00,1/28/2020,3250.75,3250.75,3250.25,3250.25,67
ESH20,2020-01-27T22:10:00-06:00,1/28/2020,3250.5,3250.5,3250.25,3250.25,41
ESH20,2020-01-27T22:11:00-06:00,1/28/2020,3250.5,3250.75,3250.5,3250.5,160
ESH20,2020-01-27T22:12:00-06:00,1/28/2020,3250.5,3250.5,3250.25,3250.5,84
ESH20,2020-01-27T22:13:00-06:00,1/28/2020,3250.5,3251,3250.25,3251,189
ESH20,2020-01-27T22:14:00-06:00,1/28/2020,3251,3251,3250.75,3250.75,118
ESH20,2020-01-27T22:15:00-06:00,1/28/2020,3250.75,3250.75,3250.25,3250.25,103
ESH20,2020-01-27T22:16:00-06:00,1/28/2020,3250.5,3252,3250.25,3251.75,715
ESH20,2020-01-27T22:17:00-06:00,1/28/2020,3251.75,3252,3251.25,3252,644
ESH20,2020-01-27T22:18:00-06:00,1/28/2020,3252,3252.5,3251.5,3251.75,453
ESH20,2020-01-27T22:19:00-06:00,1/28/2020,3251.75,3252.75,3251.75,3252.5,230
ESH20,2020-01-27T22:20:00-06:00,1/28/2020,3252.75,3253.5,3252.5,3253.5,686
ESH20,2020-01-27T22:21:00-06:00,1/28/2020,3253.5,3254.5,3252.75,3253.5,1435
ESH20,2020-01-27T22:22:00-06:00,1/28/2020,3253.5,3253.5,3253,3253,442
ESH20,2020-01-27T22:23:00-06:00,1/28/2020,3253.25,3253.25,3252.25,3252.25,266
ESH20,2020-01-27T22:24:00-06:00,1/28/2020,3252.5,3252.5,3252,3252.25,213
ESH20,2020-01-27T22:25:00-06:00,1/28/2020,3252.5,3252.5,3252.25,3252.25,148
ESH20,2020-01-27T22:26:00-06:00,1/28/2020,3252.25,3252.5,3252.25,3252.25,204
ESH20,2020-01-27T22:27:00-06:00,1/28/2020,3252.25,3252.5,3252.25,3252.25,98
ESH20,2020-01-27T22:28:00-06:00,1/28/2020,3252.25,3252.5,3252.25,3252.25,21
ESH20,2020-01-27T22:29:00-06:00,1/28/2020,3252.25,3252.75,3252.25,3252.75,261
ESH20,2020-01-27T22:30:00-06:00,1/28/2020,3253,3253.5,3252.75,3253.5,274
ESH20,2020-01-27T22:31:00-06:00,1/28/2020,3253.5,3254,3253.25,3253.5,458
ESH20,2020-01-27T22:32:00-06:00,1/28/2020,3253.25,3253.25,3253,3253,234
ESH20,2020-01-27T22:33:00-06:00,1/28/2020,3253.25,3253.25,3253,3253,12
ESH20,2020-01-27T22:34:00-06:00,1/28/2020,3253,3253.25,3253,3253,55
ESH20,2020-01-27T22:35:00-06:00,1/28/2020,3253,3253.75,3253,3253.5,95
ESH20,2020-01-27T22:36:00-06:00,1/28/2020,3253.5,3254,3253.25,3253.75,347
ESH20,2020-01-27T22:37:00-06:00,1/28/2020,3253.75,3255,3253.5,3254.5,757
ESH20,2020-01-27T22:38:00-06:00,1/28/2020,3254.5,3255.5,3254.5,3255,885
ESH20,2020-01-27T22:39:00-06:00,1/28/2020,3255,3255.25,3254.5,3254.75,529
ESH20,2020-01-27T22:40:00-06:00,1/28/2020,3254.75,3255,3254.5,3255,165
ESH20,2020-01-27T22:41:00-06:00,1/28/2020,3254.75,3254.75,3254.5,3254.75,119
ESH20,2020-01-27T22:42:00-06:00,1/28/2020,3254.75,3255.25,3254.75,3254.75,239
ESH20,2020-01-27T22:43:00-06:00,1/28/2020,3254.75,3255,3254.5,3254.75,91
ESH20,2020-01-27T22:44:00-06:00,1/28/2020,3254.5,3255.25,3254.5,3255.25,207
ESH20,2020-01-27T22:45:00-06:00,1/28/2020,3255.25,3256,3255,3256,505
ESH20,2020-01-27T22:46:00-06:00,1/28/2020,3255.75,3256,3255.25,3255.5,156
ESH20,2020-01-27T22:47:00-06:00,1/28/2020,3255.25,3255.5,3255,3255,108
ESH20,2020-01-27T22:48:00-06:00,1/28/2020,3254.75,3255.25,3254.75,3255,179
ESH20,2020-01-27T22:49:00-06:00,1/28/2020,3255,3255,3254.75,3255,54
ESH20,2020-01-27T22:50:00-06:00,1/28/2020,3255,3255.25,3255,3255.25,129
ESH20,2020-01-27T22:51:00-06:00,1/28/2020,3255,3256,3255,3255.25,391
ESH20,2020-01-27T22:52:00-06:00,1/28/2020,3255.25,3255.5,3255,3255.5,192
ESH20,2020-01-27T22:53:00-06:00,1/28/2020,3255.25,3255.5,3255,3255.25,88
ESH20,2020-01-27T22:54:00-06:00,1/28/2020,3255.25,3255.5,3255,3255.25,180
ESH20,2020-01-27T22:55:00-06:00,1/28/2020,3255.25,3255.75,3255,3255.5,132
ESH20,2020-01-27T22:56:00-06:00,1/28/2020,3255.5,3255.5,3255,3255,76
ESH20,2020-01-27T22:57:00-06:00,1/28/2020,3255,3255.25,3254.75,3254.75,116
ESH20,2020-01-27T22:58:00-06:00,1/28/2020,3254.75,3255.25,3254.75,3255.25,111
ESH20,2020-01-27T22:59:00-06:00,1/28/2020,3255,3255.25,3255,3255,56
ESH20,2020-01-27T23:00:00-06:00,1/28/2020,3255,3255.25,3254.5,3254.75,224
ESH20,2020-01-27T23:01:00-06:00,1/28/2020,3254.75,3255.5,3254.75,3255.5,180
ESH20,2020-01-27T23:02:00-06:00,1/28/2020,3255.5,3255.5,3255,3255,71
ESH20,2020-01-27T23:03:00-06:00,1/28/2020,3255.25,3255.25,3254.75,3254.75,73
ESH20,2020-01-27T23:04:00-06:00,1/28/2020,3254.75,3254.75,3254.5,3254.75,174
ESH20,2020-01-27T23:05:00-06:00,1/28/2020,3254.5,3254.75,3254.5,3254.75,126
ESH20,2020-01-27T23:06:00-06:00,1/28/2020,3254.75,3254.75,3254,3254.25,363
ESH20,2020-01-27T23:07:00-06:00,1/28/2020,3254.25,3254.5,3254.25,3254.25,85
ESH20,2020-01-27T23:08:00-06:00,1/28/2020,3254.25,3254.5,3254.25,3254.5,77
ESH20,2020-01-27T23:09:00-06:00,1/28/2020,3254.25,3254.25,3253.75,3253.75,293
ESH20,2020-01-27T23:10:00-06:00,1/28/2020,3253.75,3254.5,3253.5,3254.25,302
ESH20,2020-01-27T23:11:00-06:00,1/28/2020,3254.25,3254.75,3254.25,3254.25,323
ESH20,2020-01-27T23:12:00-06:00,1/28/2020,3254.25,3254.5,3254,3254.25,47
ESH20,2020-01-27T23:13:00-06:00,1/28/2020,3254,3254.25,3254,3254,58
ESH20,2020-01-27T23:14:00-06:00,1/28/2020,3254,3254.25,3254,3254,80
ESH20,2020-01-27T23:15:00-06:00,1/28/2020,3254,3254.5,3253.75,3254.5,69
ESH20,2020-01-27T23:16:00-06:00,1/28/2020,3254.25,3254.5,3254.25,3254.5,67
ESH20,2020-01-27T23:17:00-06:00,1/28/2020,3254.5,3254.75,3254.5,3254.75,320
ESH20,2020-01-27T23:18:00-06:00,1/28/2020,3254.5,3254.75,3254.5,3254.75,37
ESH20,2020-01-27T23:19:00-06:00,1/28/2020,3254.5,3254.75,3254.5,3254.75,134
ESH20,2020-01-27T23:20:00-06:00,1/28/2020,3254.75,3254.75,3254.25,3254.25,147
ESH20,2020-01-27T23:21:00-06:00,1/28/2020,3254.25,3254.5,3254,3254,24
ESH20,2020-01-27T23:22:00-06:00,1/28/2020,3254.25,3254.5,3254.25,3254.5,44
ESH20,2020-01-27T23:23:00-06:00,1/28/2020,3254.75,3254.75,3254.25,3254.5,15
ESH20,2020-01-27T23:24:00-06:00,1/28/2020,3254.5,3254.75,3254.5,3254.75,171
ESH20,2020-01-27T23:25:00-06:00,1/28/2020,3254.5,3254.5,3254.25,3254.25,159
ESH20,2020-01-27T23:26:00-06:00,1/28/2020,3254.25,3254.5,3254.25,3254.5,73
ESH20,2020-01-27T23:27:00-06:00,1/28/2020,3254.75,3255,3254.75,3254.75,125
ESH20,2020-01-27T23:28:00-06:00,1/28/2020,3254.75,3255.5,3254.75,3255.25,287
ESH20,2020-01-27T23:29:00-06:00,1/28/2020,3255,3255.75,3255,3255.5,147
ESH20,2020-01-27T23:30:00-06:00,1/28/2020,3255.5,3257.25,3255.25,3256.75,505
ESH20,2020-01-27T23:31:00-06:00,1/28/2020,3256.75,3257.5,3256.25,3257.25,452
ESH20,2020-01-27T23:32:00-06:00,1/28/2020,3257.5,3257.5,3256.75,3256.75,56
ESH20,2020-01-27T23:33:00-06:00,1/28/2020,3256.75,3257,3256.25,3256.5,278
ESH20,2020-01-27T23:34:00-06:00,1/28/2020,3256.5,3256.75,3256.25,3256.5,78
ESH20,2020-01-27T23:35:00-06:00,1/28/2020,3256.5,3256.5,3256.25,3256.5,111
ESH20,2020-01-27T23:36:00-06:00,1/28/2020,3256.5,3256.75,3256.25,3256.75,39
ESH20,2020-01-27T23:37:00-06:00,1/28/2020,3256.75,3257,3256.75,3256.75,43
ESH20,2020-01-27T23:38:00-06:00,1/28/2020,3256.75,3257,3256.75,3257,152
ESH20,2020-01-27T23:39:00-06:00,1/28/2020,3257,3257.25,3256.75,3257,136
ESH20,2020-01-27T23:40:00-06:00,1/28/2020,3257,3257.25,3257,3257.25,146
ESH20,2020-01-27T23:41:00-06:00,1/28/2020,3257.25,3257.25,3256.5,3256.75,177
ESH20,2020-01-27T23:42:00-06:00,1/28/2020,3256.75,3257,3256.5,3256.75,146
ESH20,2020-01-27T23:43:00-06:00,1/28/2020,3257,3257.75,3256.75,3257.25,181
ESH20,2020-01-27T23:44:00-06:00,1/28/2020,3257.25,3257.75,3257,3257.25,131
ESH20,2020-01-27T23:45:00-06:00,1/28/2020,3257.5,3257.5,3257,3257.5,117
ESH20,2020-01-27T23:46:00-06:00,1/28/2020,3257.5,3258.25,3257.5,3258.25,280
ESH20,2020-01-27T23:47:00-06:00,1/28/2020,3258.5,3260,3258.25,3259.25,2062
ESH20,2020-01-27T23:48:00-06:00,1/28/2020,3259,3259.25,3258.25,3258.5,239
ESH20,2020-01-27T23:49:00-06:00,1/28/2020,3258.5,3258.75,3258,3258.25,252
ESH20,2020-01-27T23:50:00-06:00,1/28/2020,3258,3259,3258,3259,272
ESH20,2020-01-27T23:51:00-06:00,1/28/2020,3259,3259.25,3258.75,3259,163
ESH20,2020-01-27T23:52:00-06:00,1/28/2020,3258.75,3258.75,3258.25,3258.5,200
ESH20,2020-01-27T23:53:00-06:00,1/28/2020,3258.25,3258.75,3257.75,3258.75,450
ESH20,2020-01-27T23:54:00-06:00,1/28/2020,3258.75,3259,3258.75,3259,296
ESH20,2020-01-27T23:55:00-06:00,1/28/2020,3259,3259.5,3259,3259.25,242
ESH20,2020-01-27T23:56:00-06:00,1/28/2020,3259,3259.25,3259,3259.25,227
ESH20,2020-01-27T23:57:00-06:00,1/28/2020,3259.25,3259.5,3259.25,3259.5,105
ESH20,2020-01-27T23:58:00-06:00,1/28/2020,3259.25,3259.25,3259,3259,124
ESH20,2020-01-27T23:59:00-06:00,1/28/2020,3259,3259,3258.25,3258.75,237
ESH20,2020-01-28T00:00:00-06:00,1/28/2020,3258.75,3259,3257.75,3257.75,377
ESH20,2020-01-28T00:01:00-06:00,1/28/2020,3257.75,3258,3257.25,3257.5,212
ESH20,2020-01-28T00:02:00-06:00,1/28/2020,3257.25,3257.75,3257,3257.25,871
ESH20,2020-01-28T00:03:00-06:00,1/28/2020,3257.5,3257.75,3257.25,3257.5,160
ESH20,2020-01-28T00:04:00-06:00,1/28/2020,3257.5,3257.75,3257,3257.5,439
ESH20,2020-01-28T00:05:00-06:00,1/28/2020,3257.25,3258.5,3257.25,3257.75,337
ESH20,2020-01-28T00:06:00-06:00,1/28/2020,3257.75,3258,3257.75,3257.75,143
ESH20,2020-01-28T00:07:00-06:00,1/28/2020,3257.75,3258.25,3257.75,3258.25,359
ESH20,2020-01-28T00:08:00-06:00,1/28/2020,3258,3258.25,3258,3258.25,81
ESH20,2020-01-28T00:09:00-06:00,1/28/2020,3258.5,3258.5,3257.75,3258,187
ESH20,2020-01-28T00:10:00-06:00,1/28/2020,3258,3258,3258,3258,78
ESH20,2020-01-28T00:11:00-06:00,1/28/2020,3258,3258.75,3257.75,3258.75,194
ESH20,2020-01-28T00:12:00-06:00,1/28/2020,3258.5,3259,3258.5,3258.5,139
ESH20,2020-01-28T00:13:00-06:00,1/28/2020,3258.5,3259,3258.5,3258.5,117
ESH20,2020-01-28T00:14:00-06:00,1/28/2020,3258.5,3258.5,3258,3258,194
ESH20,2020-01-28T00:15:00-06:00,1/28/2020,3257.75,3258.75,3257.75,3258.5,168
ESH20,2020-01-28T00:16:00-06:00,1/28/2020,3258.5,3258.5,3258.5,3258.5,62
ESH20,2020-01-28T00:17:00-06:00,1/28/2020,3258.5,3258.5,3258.25,3258.25,52
ESH20,2020-01-28T00:18:00-06:00,1/28/2020,3258.25,3258.25,3257.75,3257.75,146
ESH20,2020-01-28T00:19:00-06:00,1/28/2020,3257.75,3258,3257.75,3258,166
ESH20,2020-01-28T00:20:00-06:00,1/28/2020,3258,3258.25,3257.75,3258.25,171
ESH20,2020-01-28T00:21:00-06:00,1/28/2020,3258,3258.25,3258,3258,64
ESH20,2020-01-28T00:22:00-06:00,1/28/2020,3258,3258.5,3258,3258.25,103
ESH20,2020-01-28T00:23:00-06:00,1/28/2020,3258.5,3260.75,3258.5,3260.75,1141
ESH20,2020-01-28T00:24:00-06:00,1/28/2020,3260.75,3260.75,3259.75,3260,288
ESH20,2020-01-28T00:25:00-06:00,1/28/2020,3260,3260,3259.5,3259.5,201
ESH20,2020-01-28T00:26:00-06:00,1/28/2020,3259.5,3259.75,3259.5,3259.5,102
ESH20,2020-01-28T00:27:00-06:00,1/28/2020,3259.5,3259.5,3259.5,3259.5,125
ESH20,2020-01-28T00:28:00-06:00,1/28/2020,3259.5,3260.75,3259.25,3260.5,278
ESH20,2020-01-28T00:29:00-06:00,1/28/2020,3260.5,3260.5,3260,3260,145
ESH20,2020-01-28T00:30:00-06:00,1/28/2020,3260.25,3261,3260.25,3261,405
ESH20,2020-01-28T00:31:00-06:00,1/28/2020,3260.75,3261,3260.5,3260.75,239
ESH20,2020-01-28T00:32:00-06:00,1/28/2020,3260.5,3260.75,3260.25,3260.25,117
ESH20,2020-01-28T00:33:00-06:00,1/28/2020,3260.25,3260.75,3260,3260.75,105
ESH20,2020-01-28T00:34:00-06:00,1/28/2020,3260.5,3260.75,3260.5,3260.5,94
ESH20,2020-01-28T00:35:00-06:00,1/28/2020,3260.25,3261,3260,3260.75,157
ESH20,2020-01-28T00:36:00-06:00,1/28/2020,3260.75,3261,3260.5,3260.75,103
ESH20,2020-01-28T00:37:00-06:00,1/28/2020,3260.75,3261.25,3260.5,3261.25,137
ESH20,2020-01-28T00:38:00-06:00,1/28/2020,3261,3263.5,3261,3262.75,2386
ESH20,2020-01-28T00:39:00-06:00,1/28/2020,3262.75,3262.75,3262.25,3262.5,233
ESH20,2020-01-28T00:40:00-06:00,1/28/2020,3262.5,3262.5,3261.75,3261.75,232
ESH20,2020-01-28T00:41:00-06:00,1/28/2020,3261.5,3261.75,3261.5,3261.5,82
ESH20,2020-01-28T00:42:00-06:00,1/28/2020,3261.75,3261.75,3261,3261.25,199
ESH20,2020-01-28T00:43:00-06:00,1/28/2020,3261.5,3261.5,3261,3261.25,131
ESH20,2020-01-28T00:44:00-06:00,1/28/2020,3261.5,3261.5,3261,3261,184
ESH20,2020-01-28T00:45:00-06:00,1/28/2020,3261,3261.75,3260.75,3261.75,158
ESH20,2020-01-28T00:46:00-06:00,1/28/2020,3261.5,3262,3261.5,3261.75,170
ESH20,2020-01-28T00:47:00-06:00,1/28/2020,3261.75,3262,3261.75,3261.75,35
ESH20,2020-01-28T00:48:00-06:00,1/28/2020,3261.75,3262,3261.75,3261.75,77
ESH20,2020-01-28T00:49:00-06:00,1/28/2020,3261.75,3261.75,3261.5,3261.5,15
ESH20,2020-01-28T00:50:00-06:00,1/28/2020,3261.75,3262.5,3261.5,3262.5,163
ESH20,2020-01-28T00:51:00-06:00,1/28/2020,3262.5,3262.5,3262,3262,129
ESH20,2020-01-28T00:52:00-06:00,1/28/2020,3262.25,3262.75,3262,3262.5,184
ESH20,2020-01-28T00:53:00-06:00,1/28/2020,3262.5,3262.5,3262,3262.5,178
ESH20,2020-01-28T00:54:00-06:00,1/28/2020,3262.5,3262.75,3262.25,3262.25,140
ESH20,2020-01-28T00:55:00-06:00,1/28/2020,3262.25,3262.75,3262,3262.25,353
ESH20,2020-01-28T00:56:00-06:00,1/28/2020,3262.5,3262.75,3262.5,3262.75,266
ESH20,2020-01-28T00:57:00-06:00,1/28/2020,3262.75,3263,3262.5,3262.5,217
ESH20,2020-01-28T00:58:00-06:00,1/28/2020,3262.5,3263,3262.5,3263,234
ESH20,2020-01-28T00:59:00-06:00,1/28/2020,3263,3263.5,3262.25,3262.75,226
ESH20,2020-01-28T01:00:00-06:00,1/28/2020,3263,3263,3262,3262.25,278
ESH20,2020-01-28T01:01:00-06:00,1/28/2020,3262,3262.25,3261.75,3262,306
ESH20,2020-01-28T01:02:00-06:00,1/28/2020,3261.75,3262.25,3261.75,3261.75,142
ESH20,2020-01-28T01:03:00-06:00,1/28/2020,3261.75,3263,3261.75,3262.5,386
ESH20,2020-01-28T01:04:00-06:00,1/28/2020,3262.25,3262.75,3262,3262,243
ESH20,2020-01-28T01:05:00-06:00,1/28/2020,3262.25,3262.5,3261.5,3261.5,260
ESH20,2020-01-28T01:06:00-06:00,1/28/2020,3261.25,3261.5,3260.75,3261,543
ESH20,2020-01-28T01:07:00-06:00,1/28/2020,3260.75,3261,3260.75,3260.75,102
ESH20,2020-01-28T01:08:00-06:00,1/28/2020,3260.75,3261,3260,3260,400
ESH20,2020-01-28T01:09:00-06:00,1/28/2020,3260.25,3260.25,3259.5,3260,610
ESH20,2020-01-28T01:10:00-06:00,1/28/2020,3259.75,3260.5,3259.5,3260.5,653
ESH20,2020-01-28T01:11:00-06:00,1/28/2020,3260.75,3261.75,3260.5,3261.25,473
ESH20,2020-01-28T01:12:00-06:00,1/28/2020,3261.25,3261.75,3261,3261.5,236
ESH20,2020-01-28T01:13:00-06:00,1/28/2020,3261.5,3261.5,3261,3261.25,223
ESH20,2020-01-28T01:14:00-06:00,1/28/2020,3261.25,3261.75,3261.25,3261.5,111
ESH20,2020-01-28T01:15:00-06:00,1/28/2020,3261.5,3262.25,3261.25,3262,407
ESH20,2020-01-28T01:16:00-06:00,1/28/2020,3262,3262.5,3261.75,3262.5,269
ESH20,2020-01-28T01:17:00-06:00,1/28/2020,3262.75,3263.25,3262.5,3262.75,725
ESH20,2020-01-28T01:18:00-06:00,1/28/2020,3262.75,3262.75,3262.25,3262.5,204
ESH20,2020-01-28T01:19:00-06:00,1/28/2020,3262.25,3263,3262,3263,303
ESH20,2020-01-28T01:20:00-06:00,1/28/2020,3263,3263.5,3262.75,3263.5,585
ESH20,2020-01-28T01:21:00-06:00,1/28/2020,3263.5,3263.5,3262.75,3263.25,301
ESH20,2020-01-28T01:22:00-06:00,1/28/2020,3263.25,3263.25,3262.75,3263.25,304
ESH20,2020-01-28T01:23:00-06:00,1/28/2020,3263.25,3263.5,3262.75,3262.75,228
ESH20,2020-01-28T01:24:00-06:00,1/28/2020,3262.75,3263,3262.75,3263,255
ESH20,2020-01-28T01:25:00-06:00,1/28/2020,3262.75,3263.25,3262.75,3263,233
ESH20,2020-01-28T01:26:00-06:00,1/28/2020,3262.75,3262.75,3262.5,3262.5,222
ESH20,2020-01-28T01:27:00-06:00,1/28/2020,3262.75,3262.75,3262.5,3262.75,227
ESH20,2020-01-28T01:28:00-06:00,1/28/2020,3262.75,3263.25,3262.75,3262.75,173
ESH20,2020-01-28T01:29:00-06:00,1/28/2020,3262.75,3263.25,3262.75,3263,35
ESH20,2020-01-28T01:30:00-06:00,1/28/2020,3263,3263.5,3262.75,3263.5,462
ESH20,2020-01-28T01:31:00-06:00,1/28/2020,3263.25,3263.75,3263,3263.25,372
ESH20,2020-01-28T01:32:00-06:00,1/28/2020,3263.25,3263.25,3262.75,3263.25,302
ESH20,2020-01-28T01:33:00-06:00,1/28/2020,3263.5,3263.5,3263,3263,71
ESH20,2020-01-28T01:34:00-06:00,1/28/2020,3263,3263.25,3263,3263,73
ESH20,2020-01-28T01:35:00-06:00,1/28/2020,3263,3263.25,3262.5,3262.75,280
ESH20,2020-01-28T01:36:00-06:00,1/28/2020,3262.75,3262.75,3262.5,3262.5,195
ESH20,2020-01-28T01:37:00-06:00,1/28/2020,3262.75,3262.75,3262.5,3262.75,94
ESH20,2020-01-28T01:38:00-06:00,1/28/2020,3263,3263,3262.5,3262.5,281
ESH20,2020-01-28T01:39:00-06:00,1/28/2020,3262.5,3262.5,3262.25,3262.5,170
ESH20,2020-01-28T01:40:00-06:00,1/28/2020,3262.5,3262.5,3262.25,3262.25,99
ESH20,2020-01-28T01:41:00-06:00,1/28/2020,3262.25,3262.25,3261.75,3262.25,367
ESH20,2020-01-28T01:42:00-06:00,1/28/2020,3262.5,3262.75,3262.25,3262.5,230
ESH20,2020-01-28T01:43:00-06:00,1/28/2020,3262.5,3262.5,3262,3262.25,163
ESH20,2020-01-28T01:44:00-06:00,1/28/2020,3262.25,3262.5,3261.75,3262.25,280
ESH20,2020-01-28T01:45:00-06:00,1/28/2020,3262.25,3262.75,3262.25,3262.75,159
ESH20,2020-01-28T01:46:00-06:00,1/28/2020,3262.5,3262.75,3262,3262.25,85
ESH20,2020-01-28T01:47:00-06:00,1/28/2020,3262,3262,3261.75,3261.75,173
ESH20,2020-01-28T01:48:00-06:00,1/28/2020,3262,3262,3261.5,3261.5,118
ESH20,2020-01-28T01:49:00-06:00,1/28/2020,3261.5,3261.75,3261.25,3261.25,182
ESH20,2020-01-28T01:50:00-06:00,1/28/2020,3261.25,3262,3261.25,3261.5,470
ESH20,2020-01-28T01:51:00-06:00,1/28/2020,3261.5,3261.5,3260.5,3260.5,636
ESH20,2020-01-28T01:52:00-06:00,1/28/2020,3260.75,3260.75,3260.25,3260.75,300
ESH20,2020-01-28T01:53:00-06:00,1/28/2020,3260.75,3261,3260.5,3260.75,111
ESH20,2020-01-28T01:54:00-06:00,1/28/2020,3260.5,3260.75,3260.5,3260.5,105
ESH20,2020-01-28T01:55:00-06:00,1/28/2020,3260.5,3261.25,3260.5,3261.25,166
ESH20,2020-01-28T01:56:00-06:00,1/28/2020,3261.25,3261.25,3260.75,3261.25,268
ESH20,2020-01-28T01:57:00-06:00,1/28/2020,3261.25,3261.25,3260.75,3260.75,158
ESH20,2020-01-28T01:58:00-06:00,1/28/2020,3261,3261,3260.5,3260.75,328
ESH20,2020-01-28T01:59:00-06:00,1/28/2020,3260.75,3261.25,3260.5,3261,436
ESH20,2020-01-28T02:00:00-06:00,1/28/2020,3261.25,3261.25,3259.5,3260.25,2079
